Textos_espanol,sdg
"Mas de 280.000 sudafricanos discapacitados de entre 5 y 18 anos aun no asisten a la escuela ni reciben capacitacion. Este analisis y otras revisiones bibliograficas y documentos de politica similares destacan una variedad de factores clave que los gobiernos deben abordar si quieren implementar el Articulo 24 y construir sistemas de educacion inclusivos en sus paises. Es interesante que, a pesar de haber adoptado una postura critica con respecto a la eficacia de la educacion inclusiva, los hallazgos de Mitchell son en gran medida de apoyo y sus recomendaciones son de uso general. A partir de la literatura internacional examinada, principalmente extraida de Australia, Canada, Nueva Zelanda, Reino Unido y EE. UU., surgieron las conclusiones descritas en el Recuadro 4.3. La educacion de los estudiantes discapacitados es un proceso complejo con muchos elementos interrelacionados, la mayoria de los cuales se aplican a la educacion en general y algunos son especificos de los estudiantes discapacitados. La educacion inclusiva va mucho mas alla de la colocacion fisica de estudiantes discapacitados en aulas generales, requiere nada menos que la transformacion de la educacion regular mediante la promocion de estructuras y culturas positivas en la escuela y el aula, junto con practicas basadas en evidencia.",4
Examina el nivel y la distribucion de los recursos en el sistema educativo y repasa las principales tendencias temporales. Analiza el funcionamiento del sistema de subvenciones escolares y considera tanto sus puntos fuertes como sus retos. Se presta especial atencion a los incentivos para un uso eficaz de la financiacion escolar y a los mecanismos de rendicion de cuentas establecidos para lograrlo.,4
"En los textos dinamicos, normalmente solo se puede ver una fraccion del texto disponible en un momento dado y, a menudo, se desconoce la extension del texto disponible. Matematicas: Comprender las matematicas es fundamental para la preparacion de un joven para la vida en la sociedad moderna. Una proporcion cada vez mayor de problemas y situaciones que se encuentran en la vida diaria, incluidos los contextos profesionales, requieren cierto nivel de comprension de las matematicas, el razonamiento matematico y las herramientas matematicas.",4
"Las solicitudes de permiso para fotocopiar partes de este material para uso publico o comercial deben dirigirse directamente al Centro de Autorizacion de Derechos de Autor (CCC) a in/o@copyright.com o al Centre franqais d'exploitation du droit de copie (CFC) a contact@cfcopies.com. Las revisiones de la educacion superior en el desarrollo regional y urbano son la herramienta de la OCDE para movilizar la educacion superior para el desarrollo economico, social y cultural de las ciudades y regiones. Analizan como el sistema de educacion superior impacta el desarrollo local y regional y ayudan a mejorar este impacto.",4
"Los paises que tienen mas exito en la activacion de su potencial de habilidades comparten una serie de caracteristicas. Brindan oportunidades de aprendizaje permanente de alta calidad, tanto dentro como fuera de la escuela y en el lugar de trabajo. Desarrollan programas de educacion y capacitacion que son relevantes para los estudiantes y flexibles, tanto en contenido como en como se imparten.",4
"Desarrollar una estrategia para aumentar la calidad de la educacion en las escuelas primarias pequenas. Deben tomarse medidas para consolidar o cerrar las escuelas pequenas cuando otras cercanas puedan ofrecer una mejor calidad"". El MEP deberia asegurarse de que las pequenas escuelas remotas que quedan reciben materiales educativos adecuados y apropiados, asi como apoyo para establecer vinculos con otras escuelas para compartir recursos, romper el aislamiento e intercambiar buenas practicas. ",4
"El Territorio del Norte, en Australia, ha introducido un modelo de coaching en el que participan evaluadores y directores de centros escolares como parte de su Marco de responsabilidad escolar y mejora del rendimiento. El objetivo de este modelo es fomentar el compromiso de los directores de los centros escolares con el proceso general de evaluaciA3n, autoevaluaciA3n y valoraciA3n individual, asA como el desarrollo de las competencias correspondientes. El sistema de evaluacion provincial de Ontario (Canada) exige que los consejos escolares de distrito ofrezcan formacion a los evaluadores para garantizar una aplicacion eficaz.",4
"En este proceso reciben apoyo de escuelas de necesidades especiales. Al final de la educacion primaria, los ninos que han obtenido todos los objetivos del plan de estudios obtienen un certificado de educacion primaria. Tambien en la educacion especial, los ninos pueden, en ciertos casos, obtener un certificado que tiene el mismo valor que el de la educacion general.",4
"La mayoria de las personas de 25 a 64 anos en Alemania (55 %) han obtenido una cualificacion profesional en el nivel secundario superior o postsecundario, la cuarta proporcion mas grande entre los paises con datos disponibles (el promedio de la OCDE es del 33 %). Debido a la alta incidencia de cualificaciones profesionales y al hecho de que un titulo general (principalmente Abitur) se dedica a la educacion superior y no a la entrada directa en el mercado laboral, solo el 3 % de los adultos obtienen una cualificacion general de secundaria superior o postsecundaria como grado mas alto, una de las proporciones mas bajas entre los paises de la OCDE (el promedio de la OCDE es del 12 %) (Tabla Al. Entre 2005 y 2012, las tasas de desempleo se redujeron en 7 puntos porcentuales entre los adultos sin educacion secundaria superior (del 20,1 % al 12,8 %) , en 6 puntos porcentuales entre los que tienen educacion secundaria superior o postsecundaria no terciaria (del 11,0 % al 5,3 %) y en 3 puntos porcentuales entre los que tienen un titulo terciario (del 5,6 % al 2,4 %).",4
"Como estipula Noruega, ""se reconoce la importancia del aprendizaje no formal e informal, y se pretende lograr a traves de organizaciones y servicios que complementen el sistema formal, se aborda la sensibilizacion para cambiar los comportamientos [hacia] el desarrollo sostenible"" ( Noruega, NIR). Eslovenia informa que la EDS no formal e informal se ha incluido en el Plan Maestro Nacional para la Educacion de Adultos 2013-2020 como una tarea prioritaria, como uno de los 15 objetivos a largo plazo y, a nivel de implementacion, como una de las areas de contenido prioritarias. de programacion para adultos (Eslovenia, NIR). Armenia informa que esta en curso el desarrollo de la Estrategia Nacional para la EDS y el Plan de Actividades para 2016-2025 (Armenia, NIR).",4
"Ademas, dado que los presupuestos quinquenales implican la planificacion del gasto en determinadas areas dentro de la educacion (por ejemplo, la remuneracion del personal), existe un mayor margen para la estabilidad en las relaciones laborales con los sindicatos de profesores, en beneficio potencial del funcionamiento diario de las escuelas. De hecho, en este contexto, la remuneracion de los profesores no necesitaria negociarse cada ano. No obstante, los conflictos con los profesores por los salarios y las condiciones de trabajo son algo habitual (INEEd, 2015).",4
"El camino a seguir no es facil, pero este es el momento de construir sobre lo que se ha logrado y sistematizar estos cambios para marcar una diferencia significativa en la vida de los ninos que necesitan educacion especial y sus familias, tanto ahora como en el futuro. Continuar con las mejoras a los comites encargados del diagnostico de las caquexia cronica. Hacer que las aulas y las instituciones educativas sean lo mas inclusivas posible.",4
"Tomando esto en cuenta, y un creciente cuerpo de evidencia que muestra que el desarrollo profesional de los docentes puede tener un impacto positivo en el desempeno de los estudiantes y la practica de los docentes (Yoon et al., Algunas jurisdicciones y organizaciones nacionales tambien han desarrollado estandares de aprendizaje profesional o su equivalente (p. ej., Learning Forward, 2011, AITSL, 2012, GTCS, 2012), destacando que los estandares para la ensenanza deben complementarse con estandares que garanticen oportunidades de aprendizaje de alta calidad para los docentes y otros profesionales. Una iniciativa de la OCDE sobre la mejora del liderazgo escolar concluyo que el desarrollo del liderazgo debe ser un proceso de aprendizaje de por vida a traves de diferentes etapas en la carrera de liderazgo escolar (Pont et al.,",4
"Un paAs puede optar por administrar pruebas estandarizadas de baja exigencia por una serie de razones y en respuesta a diferentes presiones internacionales y nacionales, que a su vez estA!n relacionadas con el propA3sito de la prueba, el diseA+-o y la forma en que se utilizan los resultados de la prueba. Las tendencias en los paAses de la OCDE muestran una creciente dependencia de los resultados de las pruebas estandarizadas para una serie de propA3sitos y es importante tener en cuenta el efecto resultante sobre la enseA+-anza y el aprendizaje. Las practicas de evaluacion -ya se centren en los resultados del sistema, del centro, del profesor o del alumno- repercuten en las practicas docentes y en las relaciones entre profesores y alumnos y, en determinados casos, pueden restringir el aprendizaje y la ensenanza (Harlen, 2007, Santiago et al.,",4
"En la mayoria de las jurisdicciones, los docentes alcanzan el primer nivel de acreditacion de la autoridad pertinente al graduarse de un programa de formacion docente inicial aprobado. Actualmente, cada autoridad de registro de docentes tiene su propio conjunto distinto de estandares para el registro/acreditacion; sin embargo, a partir de 2013, las jurisdicciones introduciran progresivamente los Estandares profesionales australianos para docentes2 (los Estandares), que proporcionaran una medida nacional para la practica profesional de los docentes y conocimiento. El avance al registro de frill (o competencia profesional) se logra despues de un periodo de practica docente empleada y, a partir de 2013, una evaluacion segun los Estandares en el nivel Competente. En todos los estados y territorios, despues de que los maestros se hayan registrado inicialmente dentro de su jurisdiccion, deben renovar su registro.",4
